ID,Weight,Length,Width,Height,UOM Code,Fit ratio
3348,280,250,200,20,EA,100
3349,290,250,200,20,EA,100
3350,20,210,150,1,EA,100
3352,210,370,240,10,EA,100
3351,387,420,297,5,EA,100
3353,220,350,210,10,EA,100
3360,8,210,99,1,EA,100
3421,12,295,210,1,EA,100
3368,537,62,62,204,EA,100
3369,537,62,62,204,EA,100
3371,537,62,62,204,EA,100
3538,536,60,60,200,EA,100
3523,2443,315,245,145,EA,99
3448,645,100,100,192,EA,100
3539,535,60,60,200,EA,100
3450,658,100,100,192,EA,100
3451,644,100,100,192,EA,100
3542,216,280,205,30,EA,100
3460,254,60,60,130,EA,100
3464,86,110,50,40,EA,100
3467,640,420,305,10,EA,100
3474,10,210,100,1,EA,100
3475,10,210,100,1,EA,100
3476,10,210,100,1,EA,100
3477,641,100,100,190,EA,100
3479,645,100,100,190,EA,100
3481,640,100,100,190,EA,100
3482,650,100,100,190,EA,100
3483,641,100,100,190,EA,100
3486,11,55,55,6,EA,100
3488,11,55,55,6,EA,100
3490,10,55,55,4,EA,100
3543,198,72,72,90,EA,100
3544,595,62,62,204,EA,100
3545,1034,315,245,145,EA,100
3548,72,250,170,5,EA,100
3550,60,280,150,3,EA,100
3551,170,135,170,12,EA,100
3552,38,140,100,10,EA,100
3553,111,290,250,10,EA,100
3556,53,90,90,90,EA,100
3557,274,300,200,10,EA,100
3562,274,300,200,10,EA,100
3563,274,300,200,10,EA,100
3565,274,300,200,10,EA,100
3568,274,300,200,10,EA,100
3572,284,50,50,210,EA,100
3573,230,50,50,180,EA,100
3574,228,50,50,180,EA,100
3575,284,50,50,210,EA,100
3577,148,40,70,100,EA,100
3578,1622,420,340,70,EA,100
3579,17,150,150,1,EA,100
3583,17,150,150,1,EA,100
3584,17,150,150,1,EA,100
3585,17,150,150,1,EA,100
3588,32,190,130,5,EA,100
3590,74,54,54,96,EA,100
3591,640,380,290,55,EA,100
3598,10,65,55,6,EA,100
3600,11,65,55,6,EA,100
3911,564,47,116,243,EA,100
3605,145,53,90,119,EA,100
3606,1321,137,137,208,EA,100
3608,1321,137,137,208,EA,100
3609,1119,138,138,208,EA,100
3610,1136,138,138,210,EA,100
3611,668,120,120,170,EA,100
3612,595,62,62,204,EA,100
3621,18,211,101,1,EA,100
3638,591,62,62,204,EA,100
3640,154,310,240,10,EA,100
3641,163,310,240,10,EA,100
3645,129,310,240,10,EA,100
3647,595,62,62,204,EA,100
3648,176,370,300,10,EA,100
3649,191,370,300,10,EA,100
3650,159,370,300,10,EA,100
3651,220,360,290,10,EA,100
3652,178,370,300,10,EA,100
3653,192,185,288,40,EA,100
3654,210,370,300,10,EA,100
3655,222,370,300,10,EA,100
3656,337,340,270,20,EA,100
3657,335,370,300,20,EA,100
3658,355,370,300,20,EA,100
3659,379,370,300,20,EA,100
3660,339,370,300,20,EA,100
3661,365,370,300,20,EA,100
3374,244,360,240,10,EA,100
3418,19,210,140,1,EA,100
3468,640,420,305,10,EA,100
3478,642,100,100,190,EA,100
3480,646,100,100,190,EA,100
3502,740,280,220,14,EA,100
3505,740,280,220,14,EA,100
3506,740,280,220,14,EA,100
3570,90,125,125,10,EA,100
3613,1480,260,200,120,EA,100
3614,10,297,210,1,EA,100
3624,366,210,140,30,EA,100
3625,391,210,140,30,EA,100
3629,11,65,55,6,EA,100
3632,11,65,55,6,EA,100
3633,11,65,55,6,EA,100
3635,11,65,55,6,EA,100
3662,388,370,300,20,EA,100
3663,410,370,300,30,EA,100
3664,137,340,270,10,EA,100
3665,150,340,270,20,EA,100
3666,157,340,270,10,EA,100
3667,172,370,300,10,EA,100
3668,140,340,270,20,EA,100
3669,145,340,270,10,EA,100
3670,157,370,300,10,EA,100
3671,170,400,300,10,EA,100
3672,128,350,270,10,EA,100
3673,137,360,280,10,EA,100
3674,150,370,270,30,EA,100
3675,160,380,290,10,EA,100
3676,319,340,270,20,EA,100
3677,340,370,300,20,EA,100
3678,363,370,300,20,EA,100
3679,383,360,290,30,EA,100
3680,197,350,260,10,EA,100
3681,180,300,200,10,EA,100
3682,222,370,300,1,EA,100
3683,238,350,260,20,EA,100
3684,162,350,260,10,EA,100
3685,170,350,260,10,EA,100
3686,184,190,276,40,EA,100
3687,192,350,260,10,EA,100
3688,160,350,260,10,EA,100
3689,173,350,260,10,EA,100
3690,185,350,270,10,EA,100
3691,201,350,260,10,EA,100
3692,155,350,260,10,EA,100
3693,163,350,260,10,EA,100
3694,181,350,260,10,EA,100
3695,190,350,260,10,EA,100
3696,209,350,260,10,EA,100
3697,215,350,260,10,EA,100
3698,228,350,260,10,EA,100
3699,250,350,260,10,EA,100
3700,243,350,260,10,EA,100
3701,223,350,260,10,EA,100
3702,246,350,260,10,EA,100
3703,264,350,260,10,EA,100
3704,99,350,260,10,EA,100
3705,215,350,260,10,EA,100
3706,114,350,260,10,EA,100
3707,242,350,260,10,EA,100
3708,160,250,340,10,EA,100
3709,179,250,340,10,EA,100
3710,184,250,350,10,EA,100
3711,200,250,350,10,EA,100
3712,158,300,200,10,EA,100
3713,165,250,350,10,EA,100
3714,179,250,350,10,EA,100
3715,187,250,350,10,EA,100
3716,166,250,350,10,EA,100
3717,180,300,200,10,EA,100
3718,184,250,350,10,EA,100
3719,194,250,350,10,EA,100
3720,210,250,350,10,EA,100
3721,214,250,350,10,EA,100
3722,226,400,300,10,EA,100
3723,251,250,350,10,EA,100
3724,198,250,350,10,EA,100
3725,214,250,350,10,EA,100
3726,216,350,250,10,EA,100
3727,229,250,350,10,EA,100
3728,206,250,350,10,EA,100
3729,220,250,350,10,EA,100
3730,230,250,350,10,EA,100
3358,250,210,300,10,EA,100
3375,180,320,270,10,EA,100
3377,15,300,240,3,EA,100
3387,668,120,120,170,EA,100
3388,668,120,120,170,EA,100
3389,668,120,120,170,EA,100
3390,668,120,120,170,EA,100
3391,145,53,90,119,EA,100
3392,145,53,90,119,EA,100
3393,147,53,90,119,EA,100
3394,145,53,90,119,EA,100
3395,145,53,90,119,EA,100
3396,1321,137,137,208,EA,100
3397,1321,137,137,208,EA,100
3398,1321,137,137,208,EA,100
3399,1321,137,137,208,EA,100
3400,1321,137,137,208,EA,100
3401,1119,138,138,208,EA,100
3402,1119,138,138,208,EA,100
3403,1119,138,138,208,EA,100
3404,1119,138,138,208,EA,100
3405,1119,138,138,208,EA,100
3406,1140,138,138,210,EA,100
3407,1130,138,138,210,EA,100
3408,1130,138,138,210,EA,100
3409,1137,138,138,210,EA,100
3410,1139,138,138,210,EA,100
3411,88,77,77,248,EA,100
3412,74,80,80,190,EA,100
3413,21,210,140,1,EA,100
3414,19,210,140,1,EA,100
3417,21,210,140,1,EA,100
3471,10,210,100,1,EA,100
3472,10,210,100,1,EA,100
3473,10,210,100,1,EA,100
3594,11,65,55,6,EA,100
3595,11,65,55,6,EA,100
3599,11,65,55,6,EA,100
3731,243,250,350,10,EA,100
3732,180,300,200,10,EA,100
3733,180,300,200,10,EA,100
3734,186,300,200,10,EA,100
3735,194,300,200,10,EA,100
3736,156,360,300,10,EA,100
3737,166,370,280,10,EA,100
3738,180,300,200,10,EA,100
3739,194,300,200,10,EA,100
3740,122,310,280,10,EA,100
3741,180,300,200,10,EA,100
3742,136,300,200,10,EA,100
3743,152,360,290,10,EA,100
3744,119,310,270,10,EA,100
3745,123,330,290,10,EA,100
3746,129,320,280,10,EA,100
3747,184,350,290,10,EA,100
3748,128,310,290,10,EA,100
3749,146,320,290,10,EA,100
3750,153,340,280,10,EA,100
3751,158,360,280,10,EA,100
3752,128,300,200,10,EA,100
3753,142,370,280,10,EA,100
3754,141,370,290,10,EA,100
3755,180,300,200,10,EA,100
3756,136,300,200,10,EA,100
3757,144,300,200,10,EA,100
3758,152,300,200,10,EA,100
3759,161,300,200,10,EA,100
3760,90,300,200,10,EA,100
3761,180,300,200,10,EA,100
3762,110,300,200,10,EA,100
3763,122,300,200,10,EA,100
3769,11,150,120,1,EA,100
3770,10,150,150,1,EA,100
3771,11,150,150,1,EA,100
3778,318,155,105,90,EA,100
3779,295,155,105,90,EA,100
3780,642,100,100,191,EA,100
3781,642,100,100,191,EA,100
3782,642,100,100,191,EA,100
3787,213,280,205,30,EA,100
3789,164,210,210,10,EA,100
3803,53,130,100,30,EA,100
3804,97,210,100,30,EA,100
3807,65,65,37,121,EA,100
3808,24,125,125,1,EA,100
3809,25,125,125,1,EA,100
3810,25,125,125,1,EA,100
3812,25,125,125,1,EA,100
3815,25,125,125,1,EA,100
3024,380,300,200,10,EA,100
3025,300,300,200,10,EA,100
3026,320,350,200,20,EA,100
3027,344,300,200,10,EA,100
3028,360,300,200,10,EA,100
3029,98,300,200,10,EA,100
3030,100,350,200,20,EA,100
3031,110,300,200,10,EA,100
3032,123,350,200,20,EA,100
3033,200,350,200,20,EA,100
3034,140,300,200,10,EA,100
3035,200,350,200,20,EA,100
3036,200,350,200,20,EA,100
3037,165,350,200,20,EA,100
3038,171,350,200,20,EA,100
3039,190,350,200,20,EA,100
3040,200,350,200,20,EA,100
3041,305,350,200,20,EA,100
3042,315,350,200,20,EA,100
3043,340,300,200,10,EA,100
3044,360,350,200,20,EA,100
3045,158,350,200,20,EA,100
3046,175,350,200,20,EA,100
3047,196,350,200,20,EA,100
3048,196,350,200,20,EA,100
3049,102,350,200,20,EA,100
3050,105,300,200,10,EA,100
3051,118,350,200,20,EA,100
3052,125,350,200,20,EA,100
3053,360,300,200,10,EA,100
3054,380,350,200,20,EA,100
3055,407,350,200,20,EA,100
3056,430,350,200,20,EA,100
3057,200,350,200,20,EA,100
3058,137,300,200,10,EA,100
3059,200,350,200,20,EA,100
3060,200,350,200,20,EA,100
3061,200,350,200,20,EA,100
3062,185,350,200,20,EA,100
3063,195,350,200,20,EA,100
3064,200,350,200,20,EA,100
3065,457,300,200,10,EA,100
3066,483,300,200,10,EA,100
3067,433,300,200,10,EA,100
3068,200,350,200,20,EA,100
3069,200,350,200,20,EA,100
3070,209,300,200,10,EA,100
3071,200,350,200,20,EA,100
3072,200,350,200,20,EA,100
3073,150,350,200,20,EA,100
3074,200,350,200,20,EA,100
3075,170,300,200,10,EA,100
3076,324,350,200,20,EA,100
3077,200,350,200,20,EA,100
3078,372,300,200,10,EA,100
3079,399,350,200,20,EA,100
3080,200,350,200,20,EA,100
3081,140,300,200,10,EA,100
3082,144,350,200,20,EA,100
3083,200,350,200,20,EA,100
3084,200,350,200,20,EA,100
3085,150,300,200,10,EA,100
3086,200,350,200,20,EA,100
3087,200,350,200,20,EA,100
3088,100,300,200,10,EA,100
3089,110,350,200,20,EA,100
3090,113,300,200,10,EA,100
3091,122,350,200,20,EA,100
3092,200,350,200,20,EA,100
3093,102,300,200,10,EA,100
3094,200,350,200,20,EA,100
3095,120,300,200,10,EA,100
3096,200,350,200,20,EA,100
3097,320,350,200,20,EA,100
3098,350,300,200,10,EA,100
3099,366,350,200,20,EA,100
3100,200,300,200,10,EA,100
3101,444,300,200,10,EA,100
3102,469,300,200,10,EA,100
3103,94,300,200,10,EA,100
3104,105,350,200,20,EA,100
3105,113,350,200,20,EA,100
3106,118,350,200,20,EA,100
3107,280,300,200,10,EA,100
3108,310,300,200,10,EA,100
3109,330,300,200,10,EA,100
3110,350,300,200,10,EA,100
3111,151,350,200,20,EA,100
3112,160,350,200,20,EA,100
3113,182,300,200,10,EA,100
3114,200,350,200,20,EA,100
3115,190,350,200,20,EA,100
3116,200,350,200,20,EA,100
3117,200,350,200,20,EA,100
3118,200,350,200,20,EA,100
3119,322,350,200,20,EA,100
3120,340,350,200,20,EA,100
3121,347,350,200,20,EA,100
3122,336,350,200,20,EA,100
3123,310,350,200,20,EA,100
3124,325,350,200,20,EA,100
3125,358,200,200,10,EA,100
3126,342,300,200,10,EA,100
3127,200,350,200,20,EA,100
3128,200,350,200,20,EA,100
3129,200,350,200,20,EA,100
3130,165,350,200,20,EA,100
3131,199,300,200,10,EA,100
3132,217,300,200,10,EA,100
3133,229,300,200,10,EA,100
3134,200,300,200,10,EA,100
3135,100,300,200,10,EA,100
3136,108,300,200,10,EA,100
3137,117,300,200,10,EA,100
3138,125,300,200,10,EA,100
3139,255,350,200,20,EA,100
3140,277,350,200,20,EA,100
3141,200,350,200,20,EA,100
3142,324,350,200,20,EA,100
3143,133,350,200,20,EA,100
3144,140,300,200,10,EA,100
3145,150,350,200,20,EA,100
3146,200,350,200,20,EA,100
3147,200,350,200,20,EA,100
3148,162,350,200,20,EA,100
3149,188,350,200,20,EA,100
3150,200,350,200,20,EA,100
3151,413,300,200,10,EA,100
3152,432,300,200,10,EA,100
3153,491,300,200,10,EA,100
3154,200,350,200,20,EA,100
3155,200,350,200,20,EA,100
3156,200,350,200,20,EA,100
3157,200,350,200,20,EA,100
3158,98,350,200,20,EA,100
3159,101,300,200,10,EA,100
3160,113,350,200,20,EA,100
3161,120,350,200,20,EA,100
3162,138,350,200,20,EA,100
3163,150,300,200,10,EA,100
3164,160,300,200,10,EA,100
3165,200,350,200,20,EA,100
3166,327,350,200,20,EA,100
3167,348,300,200,10,EA,100
3168,392,350,200,20,EA,100
3169,405,350,200,20,EA,100
3170,102,300,200,10,EA,100
3171,107,350,200,20,EA,100
3172,122,300,200,10,EA,100
3173,129,350,200,20,EA,100
3174,159,350,200,20,EA,100
3175,206,350,200,20,EA,100
3176,200,350,200,20,EA,100
1959,160,340,200,10,EA,100
1958,230,330,230,10,EA,100
1960,200,340,210,10,EA,100
1961,180,340,220,10,EA,100
1962,190,340,220,10,EA,100
1963,202,260,240,10,EA,100
1964,200,340,200,10,EA,100
1965,210,330,200,10,EA,100
1966,220,330,210,10,EA,100
1967,140,360,250,10,EA,100
1968,130,300,240,10,EA,100
1969,160,360,240,10,EA,100
1970,100,330,230,10,EA,100
1971,108,300,230,10,EA,100
1972,180,300,200,10,EA,100
1973,184,340,250,10,EA,100
1974,200,300,200,10,EA,100
1975,140,340,270,10,EA,100
1976,313,300,240,10,EA,100
1977,340,350,240,10,EA,100
1978,360,370,230,10,EA,100
1979,390,330,230,10,EA,100
1980,260,340,240,10,EA,100
1981,270,250,230,10,EA,100
1982,300,30,230,10,EA,100
1983,310,350,230,10,EA,100
1984,330,350,240,10,EA,100
1985,62,47,47,82,EA,100
1986,131,54,54,99,EA,100
1987,131,54,54,99,EA,100
1988,131,54,54,99,EA,100
1989,101,54,54,99,EA,100
1990,131,54,54,99,EA,100
1991,101,54,54,99,EA,100
1992,133,54,54,99,EA,100
1993,101,54,54,99,EA,100
1994,90,50,50,90,EA,100
1995,90,50,50,90,EA,100
1996,90,50,50,90,EA,100
1997,90,50,50,90,EA,100
1998,90,50,50,90,EA,100
1999,90,50,50,90,EA,100
2000,90,50,50,90,EA,100
2001,90,50,50,90,EA,100
2002,70,58,58,101,EA,100
2003,70,58,58,101,EA,100
2004,70,58,58,101,EA,100
2005,70,58,58,101,EA,100
2006,70,58,58,101,EA,100
2007,70,58,58,101,EA,100
2008,70,58,58,101,EA,100
2009,70,58,58,101,EA,100
2010,70,58,58,101,EA,100
2011,70,58,58,101,EA,100
2012,640,100,100,192,EA,100
2013,648,100,100,192,EA,100
2014,643,100,100,192,EA,100
2015,640,100,100,192,EA,100
2016,633,100,100,192,EA,100
2017,640,100,100,192,EA,100
2018,636,100,100,192,EA,100
2019,744,180,85,180,EA,100
2020,756,180,85,180,EA,100
2021,756,180,85,180,EA,100
2022,307,100,100,120,EA,100
2023,314,100,100,120,EA,100
2024,314,100,100,120,EA,100
2025,332,100,100,120,EA,100
2026,305,100,100,120,EA,100
2027,564,47,116,243,EA,100
2028,564,47,116,243,EA,100
2029,564,47,116,243,EA,100
2030,564,47,116,243,EA,100
2031,564,47,116,243,EA,100
2032,565,47,113,243,EA,100
2033,565,47,113,243,EA,100
2034,565,47,113,243,EA,100
2035,565,47,113,243,EA,100
2036,565,47,113,243,EA,100
2037,560,45,113,243,EA,100
2038,560,45,113,243,EA,100
2039,560,45,113,243,EA,100
2040,560,45,113,243,EA,100
2041,560,45,113,243,EA,100
2042,160,92,40,92,EA,100
2043,262,92,40,136,EA,100
2044,179,62,39,182,EA,100
2045,180,62,39,182,EA,100
2046,224,50,50,165,EA,100
2047,225,50,50,165,EA,100
2048,66,110,55,40,EA,100
2049,150,97,65,43,EA,100
2050,345,83,37,192,EA,100
2051,340,193,85,40,EA,100
2053,460,70,41,200,EA,100
2054,450,80,50,220,EA,100
2055,75,128,55,30,EA,100
2056,40,38,49,38,EA,100
2057,40,38,49,38,EA,100
2058,87,130,40,40,EA,100
2059,97,65,65,48,EA,100
2060,27,27,28,103,EA,100
2061,27,27,28,103,EA,100
2062,648,168,161,62,EA,100
2063,652,168,161,62,EA,100
2064,79,50,50,89,EA,100
2065,79,50,50,89,EA,100
2066,79,50,50,89,EA,100
2067,79,50,50,89,EA,100
2068,79,50,50,89,EA,100
2069,79,50,50,89,EA,100
2070,79,50,50,89,EA,100
2071,89,50,50,85,EA,100
2072,89,50,50,89,EA,100
2073,89,50,50,89,EA,100
2074,89,50,50,89,EA,100
2075,89,50,50,89,EA,100
2076,89,50,50,89,EA,100
2077,89,50,50,89,EA,100
2078,89,50,50,89,EA,100
2079,89,50,50,89,EA,100
2080,89,50,50,89,EA,100
2081,310,50,50,160,EA,100
2082,310,50,50,160,EA,100
2083,310,50,50,160,EA,100
2084,310,50,50,160,EA,100
2085,310,50,50,160,EA,100
2086,310,50,50,160,EA,100
2087,310,50,50,160,EA,100
2088,310,50,50,160,EA,100
2089,60,43,43,86,EA,100
2090,60,43,43,86,EA,100
2091,60,43,43,86,EA,100
2092,62,47,47,82,EA,100
2093,60,43,43,86,EA,100
2094,12,98,76,11,EA,100
2095,12,98,76,11,EA,100
2096,12,98,76,11,EA,100
2097,12,98,76,11,EA,100
2098,12,98,76,11,EA,100
2099,281,50,50,160,EA,100
2100,280,50,50,160,EA,100
2101,280,50,50,160,EA,100
2102,85,50,50,89,EA,100
2103,85,50,50,89,EA,100
2104,84,50,50,89,EA,100
2105,84,50,50,89,EA,100
2106,632,100,100,190,EA,100
2107,634,100,100,190,EA,100
2108,635,100,100,190,EA,100
2109,643,100,100,190,EA,100
2110,637,100,100,190,EA,100
2111,640,100,100,190,EA,100
2112,639,100,100,190,EA,100
2113,74,54,54,96,EA,100
2114,74,54,54,96,EA,100
2115,74,54,54,96,EA,100
2116,74,54,54,96,EA,100
2117,74,54,54,96,EA,100
2118,74,54,54,96,EA,100
2119,74,54,54,96,EA,100
2120,128,60,60,110,EA,100
2121,128,60,60,110,EA,100
2122,128,60,60,110,EA,100
2123,128,60,60,110,EA,100
2124,130,60,60,110,EA,100
2125,130,60,60,110,EA,100
2126,128,60,60,110,EA,100
2127,150,55,55,96,EA,100
2128,150,55,55,96,EA,100
2129,150,55,55,96,EA,100
2130,152,55,55,96,EA,100
2131,153,55,55,96,EA,100
2132,640,100,100,192,EA,100
2133,636,100,100,192,EA,100
2134,635,100,100,192,EA,100
2135,640,100,100,192,EA,100
2136,639,100,100,192,EA,100
2137,633,100,100,192,EA,100
2138,636,100,100,192,EA,100
2139,640,100,100,192,EA,100
2140,635,100,100,192,EA,100
2141,649,100,100,192,EA,100
2142,640,100,100,192,EA,100
2143,640,100,100,192,EA,100
2144,638,100,100,192,EA,100
2145,642,100,100,192,EA,100
2146,640,100,100,192,EA,100
2147,640,100,100,192,EA,100
2148,640,100,100,192,EA,100
2149,640,100,100,192,EA,100
2150,640,100,100,192,EA,100
2151,639,100,100,192,EA,100
2152,640,100,100,192,EA,100
2153,640,100,100,192,EA,100
2154,637,100,100,192,EA,100
2155,628,100,100,192,EA,100
2156,648,100,100,192,EA,100
2157,640,100,100,192,EA,100
2158,640,100,100,192,EA,100
2159,640,100,100,192,EA,100
2160,98,50,50,90,EA,100
2161,98,50,50,90,EA,100
2162,98,50,50,90,EA,100
2163,98,50,50,90,EA,100
2164,102,50,50,90,EA,100
2165,98,50,50,90,EA,100
2166,84,52,52,93,EA,100
2167,63,43,43,78,EA,100
2168,62,43,43,78,EA,100
2169,62,43,43,78,EA,100
2170,63,43,43,78,EA,100
2171,246,65,50,186,EA,100
2172,245,65,50,180,EA,100
2173,220,50,50,180,EA,100
2174,230,45,45,175,EA,100
2175,7,78,3,161,EA,100
2176,7,80,3,108,EA,100
2177,344,80,45,150,EA,100
2178,181,65,123,40,EA,100
2179,260,60,60,160,EA,100
2180,266,60,60,160,EA,100
2181,254,60,60,130,EA,100
2182,255,125,55,55,EA,100
2183,85,110,50,40,EA,100
2184,86,110,50,40,EA,100
2185,98,60,60,55,EA,100
2186,45,55,55,40,EA,100
2187,30,100,30,25,EA,100
2188,30,100,30,25,EA,100
2189,172,60,60,150,EA,100
2190,190,75,55,65,EA,100
2191,138,150,50,45,EA,100
2192,560,80,46,210,EA,100
2193,540,80,46,210,EA,100
2194,442,83,119,139,EA,100
2195,442,83,119,139,EA,100
2196,442,83,119,139,EA,100
2197,442,83,119,139,EA,100
2198,442,83,119,139,EA,100
2199,442,83,119,139,EA,100
2200,442,83,119,139,EA,100
2201,209,140,120,45,EA,100
2202,209,140,120,45,EA,100
2203,209,140,120,45,EA,100
2204,209,140,120,45,EA,100
2205,209,140,120,45,EA,100
2206,209,140,120,45,EA,100
2207,209,140,120,45,EA,100
2208,430,54,144,149,EA,100
2209,430,54,144,149,EA,100
2210,430,54,144,149,EA,100
2211,430,54,144,149,EA,100
2212,430,54,144,149,EA,100
2213,430,54,144,149,EA,100
2214,446,50,140,150,EA,100
2215,446,50,140,150,EA,100
2216,446,50,140,150,EA,100
2217,446,50,140,150,EA,100
2218,446,50,140,150,EA,100
2219,446,50,140,150,EA,100
2220,52,110,40,40,EA,100
2221,78,165,60,27,EA,100
2222,73,40,40,80,EA,100
2223,74,40,40,80,EA,100
2224,73,40,40,80,EA,100
2225,73,40,40,80,EA,100
2226,46,55,55,100,EA,100
2227,30,36,36,70,EA,100
2228,76,55,55,96,EA,100
2229,76,55,55,96,EA,100
2230,76,55,55,96,EA,100
2231,76,55,55,96,EA,100
2232,76,55,55,96,EA,100
2233,76,55,55,96,EA,100
2234,76,55,55,96,EA,100
2235,74,55,55,96,EA,100
2236,76,55,55,96,EA,100
2237,76,55,55,96,EA,100
2238,69,55,55,96,EA,100
2239,74,55,55,96,EA,100
2240,73,55,55,96,EA,100
2241,76,55,55,96,EA,100
2242,74,55,55,96,EA,100
2243,76,55,55,96,EA,100
2244,76,55,55,96,EA,100
2245,74,55,55,96,EA,100
2246,76,55,55,96,EA,100
2247,76,55,55,96,EA,100
2248,76,55,55,96,EA,100
2249,126,56,56,105,EA,100
2250,184,60,60,106,EA,100
2251,186,60,60,106,EA,100
2252,186,60,60,106,EA,100
2253,190,60,60,106,EA,100
2254,186,60,60,106,EA,100
2255,186,60,60,106,EA,100
2256,186,60,60,106,EA,100
2257,186,60,60,106,EA,100
2258,186,60,60,106,EA,100
2259,132,50,50,90,EA,100
2260,132,50,50,90,EA,100
2261,132,50,50,90,EA,100
2262,132,50,50,90,EA,100
2263,132,50,50,90,EA,100
2264,132,50,50,90,EA,100
2266,150,50,50,90,EA,100
2267,198,72,72,90,EA,100
2268,198,72,72,90,EA,100
2269,198,72,72,90,EA,100
2270,193,72,72,90,EA,100
2271,198,72,72,90,EA,100
2272,66,65,37,121,EA,100
2273,66,65,37,121,EA,100
2274,66,65,37,121,EA,100
2275,66,65,37,121,EA,100
2276,66,65,37,121,EA,100
2277,66,65,37,121,EA,100
2278,66,65,37,121,EA,100
2279,66,65,37,121,EA,100
2280,66,65,37,121,EA,100
2281,66,65,37,121,EA,100
2282,66,65,37,121,EA,100
2283,66,65,37,121,EA,100
2284,66,65,37,121,EA,100
2285,66,65,37,121,EA,100
2286,1480,260,200,120,EA,100
2287,1490,450,350,50,EA,100
2288,1196,260,200,120,EA,100
2289,1199,260,200,120,EA,100
2290,1160,260,200,120,EA,100
2291,1150,260,200,120,EA,100
2292,1150,260,200,120,EA,100
2293,1150,260,200,120,EA,100
2294,1150,260,200,120,EA,100
2295,1160,260,200,120,EA,100
2296,2260,315,245,145,EA,100
2297,2220,315,245,145,EA,100
2298,2230,315,245,145,EA,100
2299,2250,315,245,145,EA,100
2300,2230,315,245,145,EA,100
2301,2230,315,245,145,EA,100
2302,1863,260,200,120,EA,100
2303,1857,260,200,120,EA,100
2304,45,210,150,3,EA,100
2305,45,210,150,3,EA,100
2306,45,210,150,3,EA,100
2307,45,210,150,3,EA,100
2308,45,210,150,3,EA,100
2309,45,210,150,3,EA,100
2310,1391,260,200,120,EA,100
2311,1435,260,200,120,EA,100
2312,1490,260,200,120,EA,100
2313,1395,260,200,120,EA,100
2314,1453,260,200,120,EA,100
2315,1490,260,200,120,EA,100
2316,1480,260,200,120,EA,100
2317,1490,260,200,120,EA,100
2318,1500,260,200,120,EA,100
2319,2495,315,245,145,EA,99
2320,3170,315,245,145,EA,100
2321,2881,315,245,145,EA,100
2322,2495,315,245,145,EA,99
2323,2636,315,245,145,EA,100
2324,2937,315,245,145,EA,100
2325,3423,315,245,145,EA,100
2326,2374,315,245,145,EA,100
2327,2530,315,245,145,EA,99
2328,2582,315,245,145,EA,100
2329,2498,315,245,145,EA,100
2330,2875,315,245,145,EA,100
2331,3119,315,245,145,EA,100
2332,2642,315,245,145,EA,100
2333,5,148,210,1,EA,100
2334,10,198,281,1,EA,100
2335,4,160,212,1,EA,100
2336,6,155,210,1,EA,100
2337,10,200,200,1,EA,100
2338,4,211,150,1,EA,100
2339,12,155,212,1,EA,100
2340,4,155,212,1,EA,100
2341,4,210,150,1,EA,100
2342,7,198,281,1,EA,100
2343,4,221,149,1,EA,100
2344,102,211,148,2,EA,100
2345,100,211,148,2,EA,100
2346,102,211,148,2,EA,100
2347,107,211,148,2,EA,100
2348,108,211,148,2,EA,100
2349,106,211,148,2,EA,100
2350,100,211,148,2,EA,100
2351,107,211,148,2,EA,100
2352,107,211,148,2,EA,100
2353,20,220,220,2,EA,100
2354,20,220,220,2,EA,100
2355,20,220,220,2,EA,100
2356,20,220,220,2,EA,100
2357,20,220,220,2,EA,100
2358,20,220,220,2,EA,100
2359,20,220,220,2,EA,100
2360,33,210,148,2,EA,100
2361,35,210,148,2,EA,100
2362,35,210,148,2,EA,100
2363,35,210,148,2,EA,100
2364,23,210,148,2,EA,100
2365,33,210,148,2,EA,100
2366,32,210,148,2,EA,100
2367,35,210,148,2,EA,100
2368,39,210,148,2,EA,100
2369,1440,150,100,140,EA,100
2370,164,335,254,5,EA,100
2371,170,335,254,5,EA,100
2372,76,241,165,21,EA,100
2373,290,215,155,35,EA,100
2374,444,215,155,35,EA,100
2375,285,215,155,35,EA,100
2376,274,215,155,35,EA,100
2377,280,215,155,35,EA,100
2378,272,215,155,35,EA,100
2379,274,215,155,35,EA,100
2380,310,215,155,35,EA,100
2381,216,215,155,35,EA,100
2382,271,215,155,35,EA,100
2383,104,215,155,35,EA,100
2384,290,215,155,35,EA,100
2385,16,210,147,1,EA,100
2386,16,210,147,1,EA,100
2387,16,210,147,1,EA,100
2388,16,210,147,1,EA,100
2389,16,210,147,1,EA,100
2390,17,210,147,1,EA,100
2391,16,210,147,1,EA,100
2392,16,210,147,1,EA,100
2393,16,210,147,1,EA,100
2394,35,210,147,1,EA,100
2395,35,210,147,1,EA,100
2396,16,210,147,1,EA,100
2397,18,210,147,1,EA,100
2398,4,95,95,2,EA,100
2399,4,95,95,2,EA,100
2400,4,95,95,2,EA,100
2401,4,95,95,2,EA,100
2402,4,95,95,2,EA,100
2403,4,95,95,2,EA,100
2404,4,95,95,2,EA,100
2405,4,95,95,2,EA,100
2406,4,95,95,2,EA,100
2407,4,95,95,2,EA,100
2408,4,95,95,2,EA,100
2409,760,295,211,5,EA,100
2410,730,295,211,5,EA,100
2411,730,295,211,5,EA,100
