ID,Weight,Length,Width,Height,UOM Code,Fit ratio
2413,2599,315,245,145,EA,100
2414,3140,315,245,145,EA,99
2415,2397,315,245,145,EA,100
2416,2508,315,245,145,EA,100
2417,2645,315,245,145,EA,100
2418,2890,315,245,145,EA,100
2419,3105,315,245,145,EA,100
2420,2602,315,245,145,EA,100
2421,3168,315,245,145,EA,100
2422,9,210,150,1,EA,100
2423,1270,210,150,5,EA,100
2424,380,295,211,5,EA,100
2425,380,295,211,5,EA,100
2426,380,295,211,5,EA,100
2427,177,315,260,25,EA,100
2428,17,210,148,1,EA,100
2429,270,410,297,5,EA,100
2430,123,210,300,10,EA,100
2431,124,210,300,10,EA,100
2432,122,210,300,10,EA,100
2433,124,210,300,10,EA,100
2434,123,210,300,10,EA,100
2435,148,210,300,10,EA,100
2436,115,150,205,1,EA,100
2437,227,150,205,1,EA,100
2438,102,150,205,1,EA,100
2439,115,150,205,1,EA,100
2440,112,150,205,1,EA,100
2441,115,150,205,1,EA,100
2442,115,150,205,1,EA,100
2443,115,150,205,1,EA,100
2444,115,150,205,1,EA,100
2445,227,150,205,1,EA,100
2446,115,150,205,1,EA,100
2448,1,210,147,1,EA,100
2449,10,210,100,1,EA,100
2450,10,210,100,1,EA,100
2451,853,280,220,14,EA,100
2452,721,280,220,14,EA,100
2453,310,280,220,14,EA,100
2454,395,280,220,14,EA,100
2455,564,297,210,15,EA,100
2456,774,280,220,14,EA,100
2457,476,280,220,14,EA,100
2458,808,280,220,13,EA,100
2459,382,280,220,14,EA,100
2460,855,280,220,14,EA,100
2461,927,307,223,13,EA,100
2462,874,280,220,14,EA,100
2463,422,280,220,14,EA,100
2464,10,210,147,1,EA,100
2465,6,210,147,1,EA,100
2466,10,210,147,1,EA,100
2467,10,210,147,1,EA,100
2468,10,210,147,1,EA,100
2469,136,222,166,4,EA,100
2470,136,222,165,4,EA,100
2471,110,230,140,1,EA,100
2472,129,225,171,4,EA,100
2473,134,225,166,3,EA,100
2474,139,222,165,3,EA,100
2475,136,222,165,4,EA,100
2476,121,225,171,3,EA,100
2477,135,225,171,4,EA,100
2478,132,225,171,4,EA,100
2479,135,226,167,4,EA,100
2480,135,225,171,4,EA,100
2481,129,225,171,4,EA,100
2482,94,184,120,5,ST,100
2483,15,295,210,1,EA,100
2484,15,295,210,1,EA,100
2485,13,295,210,1,EA,100
2486,15,295,210,1,EA,100
2488,13,295,210,1,EA,100
2489,15,295,210,1,EA,100
2490,15,295,210,1,EA,100
2491,16,210,150,1,EA,100
2492,244,535,65,65,EA,100
2493,5,150,100,1,EA,100
2494,6,150,100,1,EA,100
2495,5,150,105,1,EA,100
2496,18,210,100,1,EA,100
2497,18,210,100,1,EA,100
2498,18,210,100,1,EA,100
2499,31,300,210,1,EA,100
2500,32,300,210,1,EA,100
2501,32,300,210,1,EA,100
2502,31,300,210,1,EA,100
2503,32,300,210,1,EA,100
2504,30,300,210,1,EA,100
2505,32,300,210,1,EA,100
2506,36,300,210,1,EA,100
2507,30,300,210,1,EA,100
2508,31,300,210,1,EA,100
2509,32,297,210,1,EA,100
2510,26,210,150,2,EA,100
2511,26,210,150,2,EA,100
2512,26,210,150,2,EA,100
2513,30,210,150,1,EA,100
2514,30,210,150,1,EA,100
2515,30,210,150,1,EA,100
2516,30,210,150,1,EA,100
2517,30,210,150,1,EA,100
2518,10,210,105,1,EA,100
2519,4,210,150,1,EA,100
2520,50,210,147,2,EA,100
2521,109,210,147,6,EA,100
2522,111,210,147,6,EA,100
2523,111,210,147,6,EA,100
2524,111,210,147,6,EA,100
2525,111,210,147,6,EA,100
2526,111,210,147,6,EA,100
2527,111,210,147,6,EA,100
2528,111,210,147,6,EA,100
2529,111,210,147,6,EA,100
2530,111,210,147,6,EA,100
2531,111,210,147,6,EA,100
2532,41,230,107,3,EA,100
2533,41,230,107,3,EA,100
2534,39,230,107,2,EA,100
2535,41,230,107,3,EA,100
2536,36,230,107,3,EA,100
2537,40,230,107,2,EA,100
2538,41,230,107,3,EA,100
2539,41,230,107,3,EA,100
2540,40,232,110,2,EA,100
2541,41,230,107,3,EA,100
2542,177,300,250,25,EA,100
2543,340,210,150,10,EA,100
2544,344,210,150,10,EA,100
2545,103,297,210,1,EA,100
2546,9,210,100,1,EA,100
2547,9,210,100,1,EA,100
2548,200,300,210,3,EA,100
2549,185,300,210,4,EA,100
2550,130,295,210,2,EA,100
2551,187,300,210,4,EA,100
2552,16,300,210,1,EA,100
2553,67,210,150,3,EA,100
2554,68,210,150,3,EA,100
2555,67,210,150,3,EA,100
2556,69,210,150,3,EA,100
2557,60,210,150,3,EA,100
2558,67,210,150,3,EA,100
2559,60,210,150,3,EA,100
2560,60,210,150,3,EA,100
2561,60,210,150,3,EA,100
2562,68,210,150,3,EA,100
2563,60,210,150,3,EA,100
2564,32,226,170,2,EA,100
2565,32,226,170,2,EA,100
2566,32,226,170,2,EA,100
2567,32,226,170,2,EA,100
2568,32,226,170,2,EA,100
2569,32,226,170,2,EA,100
2570,32,226,170,2,EA,100
2571,32,226,170,2,EA,100
2572,32,226,170,2,EA,100
2573,31,300,210,1,EA,100
2574,32,300,210,1,EA,100
2575,12,295,210,1,EA,100
2576,18,211,101,1,EA,100
2577,18,211,101,1,EA,100
2578,11,211,101,1,EA,100
2579,18,211,101,1,EA,100
2580,18,211,101,1,EA,100
2581,18,211,101,1,EA,100
2582,16,211,101,1,EA,100
2583,7,254,115,1,EA,100
2584,7,254,115,1,EA,100
2585,7,254,115,1,EA,100
2586,7,254,115,1,EA,100
2587,7,254,115,1,EA,100
2588,7,254,115,1,EA,100
2589,7,254,115,1,EA,100
2590,7,255,118,1,EA,100
2591,9,210,101,1,EA,100
2592,9,210,101,1,EA,100
2593,16,210,140,1,EA,100
2594,74,290,206,2,EA,100
2595,136,409,299,10,EA,100
2596,9,210,100,1,EA,100
2597,18,211,149,1,EA,100
2598,18,211,149,1,EA,100
2599,17,149,209,1,EA,100
2600,9,210,100,1,EA,100
2601,11,60,55,6,EA,100
2602,11,60,55,6,EA,100
2603,11,60,55,6,EA,100
2604,11,60,55,6,EA,100
2605,11,60,55,6,EA,100
2606,11,60,55,6,EA,100
2607,8,254,115,1,EA,100
2608,8,254,115,1,EA,100
2609,22,210,150,2,EA,100
2610,24,210,150,2,EA,100
2611,24,210,150,2,EA,100
2612,25,210,150,2,EA,100
2613,22,210,150,2,EA,100
2614,24,210,150,2,EA,100
2615,26,210,150,2,EA,100
2616,25,210,150,2,EA,100
2617,22,210,150,2,EA,100
2618,24,213,150,2,EA,100
2619,327,315,245,20,EA,100
2620,140,420,147,3,EA,100
2621,140,420,147,3,EA,100
2622,140,420,147,3,EA,100
2623,140,420,147,3,EA,100
2624,140,420,147,3,EA,100
2625,140,420,147,3,EA,100
2626,140,420,147,3,EA,100
2627,140,420,147,3,EA,100
2628,140,420,147,3,EA,100
2629,18,100,210,2,EA,100
2630,9,210,101,1,EA,100
2631,45,112,51,15,EA,100
2633,3,150,105,1,EA,100
2634,270,200,100,100,EA,100
2635,14,195,2,20,EA,100
2636,84,53,53,88,EA,100
2637,156,105,105,105,EA,100
2638,56,120,55,35,EA,100
2639,20,105,105,7,EA,100
2640,7,190,45,2,EA,100
2641,11,140,137,2,EA,100
2642,12,25,25,6,EA,100
2643,11,100,100,4,EA,100
2644,11,100,100,4,EA,100
2645,11,100,100,4,EA,100
2646,11,110,60,5,EA,100
2647,11,110,60,5,EA,100
2648,11,110,60,5,EA,100
2649,11,110,60,5,EA,100
2650,61,40,25,25,EA,100
2651,60,40,25,25,EA,100
2652,10,55,55,6,EA,100
2653,10,55,55,6,EA,100
2654,10,55,55,6,EA,100
2655,10,55,55,6,EA,100
2656,11,55,55,6,EA,100
2657,239,270,160,20,EA,100
2658,90,75,75,240,EA,100
2659,5,50,50,3,EA,100
2660,154,96,96,213,EA,100
2661,136,100,100,220,EA,100
2662,114,280,200,21,EA,100
2663,5,50,50,3,EA,100
2664,11,65,55,6,EA,100
2665,11,60,55,6,EA,100
2666,11,60,55,6,EA,100
2667,11,60,55,6,EA,100
2668,11,60,55,6,EA,100
2669,11,60,55,6,EA,100
2670,11,60,55,6,EA,100
2671,8,60,55,6,EA,100
2672,11,60,55,6,EA,100
2673,12,210,105,1,EA,100
2674,8,300,235,1,EA,100
2675,17,300,230,1,EA,100
2676,920,300,217,19,EA,100
2677,516,205,145,22,EA,100
2678,337,250,192,39,EA,100
2679,39,123,120,18,EA,100
2680,19,300,87,5,EA,100
2681,8,190,93,5,EA,100
2682,110,72,72,223,EA,100
2683,14,50,50,50,EA,100
2684,22,200,200,6,EA,100
2685,244,300,210,5,EA,100
2686,244,300,210,5,EA,100
2687,247,300,210,5,EA,100
2688,250,300,210,5,EA,100
2689,256,300,210,5,EA,100
2690,244,300,210,5,EA,100
2691,240,300,210,5,EA,100
2692,248,300,210,5,EA,100
2693,248,300,210,5,EA,100
2694,244,300,210,5,EA,100
2695,244,300,210,5,EA,100
2696,241,300,210,6,EA,100
2697,240,300,210,5,EA,100
2698,710,200,150,30,EA,100
2699,40,50,50,10,EA,100
2700,30,50,50,10,EA,100
2701,9,50,50,3,EA,100
2702,9,50,50,3,EA,100
2703,9,50,50,3,EA,100
2704,4,50,50,3,EA,100
2705,5,50,50,3,EA,100
2706,4,50,50,3,EA,100
2707,4,50,20,3,EA,100
2708,4,50,20,3,EA,100
2709,5,50,20,3,EA,100
2710,40,87,120,95,EA,100
2711,178,99,99,150,EA,100
2712,214,190,135,22,EA,100
2713,101,193,136,16,EA,100
2714,100,193,136,15,EA,100
2715,97,185,130,10,EA,100
2716,30,125,125,2,EA,100
2717,30,125,125,3,EA,100
2718,30,125,125,2,EA,100
2719,30,125,125,3,EA,100
2720,30,125,125,2,EA,100
2721,30,125,125,2,EA,100
2722,30,125,125,2,EA,100
2723,30,125,125,3,EA,100
2724,28,125,125,3,EA,100
2725,30,125,125,2,EA,100
2726,30,125,125,3,EA,100
2727,30,125,125,2,EA,100
2728,18,211,105,1,EA,100
2729,1,210,147,1,EA,100
2730,1,210,147,1,EA,100
2731,1,210,147,1,EA,100
2732,165,200,180,10,EA,100
2733,183,210,190,10,EA,100
2734,197,220,200,10,EA,100
2735,216,230,210,10,EA,100
2736,163,200,180,10,EA,100
2737,175,210,190,10,EA,100
2738,196,220,200,10,EA,100
2739,220,230,210,10,EA,100
2740,140,220,100,10,EA,100
2741,160,230,110,10,EA,100
2742,180,240,120,10,EA,100
2743,158,250,130,10,EA,100
2744,117,220,100,10,EA,100
2745,160,230,110,10,EA,100
2746,180,240,120,10,EA,100
2747,200,250,130,10,EA,100
2748,137,220,200,10,EA,100
2749,146,230,210,10,EA,100
2750,153,240,220,10,EA,100
2751,160,250,230,10,EA,100
2752,120,200,180,10,EA,100
2753,131,210,190,10,EA,100
2754,141,220,200,10,EA,100
2755,149,230,210,10,EA,100
2756,80,190,170,10,EA,100
2757,90,190,170,10,EA,100
2758,110,190,170,10,EA,100
2759,120,190,170,10,EA,100
2760,190,200,170,10,EA,100
2761,210,210,180,10,EA,100
2762,230,220,190,10,EA,100
2763,250,230,200,10,EA,100
2764,144,300,200,10,EA,100
2765,42,220,220,10,EA,100
2766,50,230,230,10,EA,100
2767,200,300,200,10,EA,100
2768,230,300,200,10,EA,100
2769,230,300,200,10,EA,100
2770,330,300,100,10,EA,100
2771,200,300,200,10,EA,100
2772,260,300,100,10,EA,100
2773,270,300,200,10,EA,100
2774,280,300,200,10,EA,100
2775,270,295,280,10,EA,100
2776,260,315,265,10,EA,100
2777,310,300,200,10,EA,100
2778,150,300,200,10,EA,100
2779,160,300,200,10,EA,100
2780,160,300,200,10,EA,100
2781,270,300,200,10,EA,100
2782,150,315,230,10,EA,100
2783,220,305,235,10,EA,100
2784,151,320,240,10,EA,100
2785,177,310,240,10,EA,100
2786,280,300,200,10,EA,100
2787,290,300,200,10,EA,100
2788,320,300,200,10,EA,100
2789,330,340,300,10,EA,100
2790,270,290,280,10,EA,100
2791,290,305,280,10,EA,100
2792,310,300,200,10,EA,100
2793,330,315,280,10,EA,100
2794,280,325,280,10,EA,100
2795,270,320,280,10,EA,100
2796,269,320,280,10,EA,100
2797,330,290,280,10,EA,100
2798,160,310,240,10,EA,100
2799,170,300,240,10,EA,100
2800,238,330,240,10,EA,100
2801,166,325,245,10,EA,100
2802,190,275,200,10,EA,100
2803,150,300,200,10,EA,100
2804,160,300,200,10,EA,100
2805,230,325,230,10,EA,100
2806,150,310,195,10,EA,100
2807,170,290,270,10,EA,100
2808,155,340,290,10,EA,100
2809,166,194,253,35,EA,100
2810,130,320,250,10,EA,100
2811,140,300,210,10,EA,100
2812,150,300,200,10,EA,100
2813,160,320,250,10,EA,100
2814,130,320,250,10,EA,100
2815,140,300,210,10,EA,100
2816,150,300,200,10,EA,100
2817,160,320,250,10,EA,100
2818,172,300,250,10,EA,100
2819,180,270,250,10,EA,100
2820,190,300,250,10,EA,100
2821,210,320,250,10,EA,100
2822,220,310,260,10,EA,100
2823,240,300,200,10,EA,100
2824,200,300,250,10,EA,100
2825,230,300,220,10,EA,100
2826,127,300,240,10,EA,100
2827,150,290,240,10,EA,100
2828,152,300,240,20,EA,100
2829,160,300,250,20,EA,100
2830,160,300,240,10,EA,100
2831,146,290,240,10,EA,100
2832,164,300,240,20,EA,100
2833,185,300,250,20,EA,100
2834,140,300,240,10,EA,100
2835,155,290,240,10,EA,100
2836,150,300,240,20,EA,100
2837,350,280,280,10,EA,100
2838,360,310,260,10,EA,100
2839,360,320,270,10,EA,100
2840,183,350,250,10,EA,100
2841,160,320,270,10,EA,100
2842,140,310,260,10,EA,100
2843,160,320,270,10,EA,100
2844,183,300,250,20,EA,100
2845,160,300,240,10,EA,100
2846,179,290,240,10,EA,100
2847,159,300,240,20,EA,100
2848,200,300,250,20,EA,100
2849,172,300,240,10,EA,100
2850,180,300,200,10,EA,100
2851,180,280,230,10,EA,100
2852,196,290,220,10,EA,100
2853,160,300,240,10,EA,100
2854,170,300,250,10,EA,100
2855,180,280,230,10,EA,100
2856,200,290,220,10,EA,100
2857,136,300,240,10,EA,100
2858,147,300,250,10,EA,100
2859,168,300,200,10,EA,100
2860,200,290,220,10,EA,100
2861,160,300,260,10,EA,100
2862,170,300,250,10,EA,100
2863,180,300,200,10,EA,100
2864,180,300,200,10,EA,100
2865,160,270,230,20,EA,100
2866,188,300,200,10,EA,100
2867,177,290,230,20,EA,100
2868,197,300,200,10,EA,100
2869,210,270,230,20,EA,100
2870,174,280,220,20,EA,100
2871,186,290,230,20,EA,100
2872,198,280,230,20,EA,100
2873,596,300,200,10,EA,100
2874,610,300,200,10,EA,100
2875,670,300,200,10,EA,100
2876,640,300,200,10,EA,100
2877,95,320,250,10,EA,100
2878,97,330,250,10,EA,100
2879,105,300,200,10,EA,100
2880,122,300,250,10,EA,100
2881,135,310,250,10,EA,100
2882,91,320,250,10,EA,100
2883,103,330,250,10,EA,100
2884,114,300,240,10,EA,100
2885,124,300,250,10,EA,100
2886,132,310,250,10,EA,100
2887,100,320,250,10,EA,100
2888,100,330,250,10,EA,100
2889,118,300,240,10,EA,100
2890,129,300,250,10,EA,100
2891,142,310,250,10,EA,100
2892,93,320,250,10,EA,100
2893,100,330,250,10,EA,100
2894,102,300,200,10,EA,100
2895,112,300,250,10,EA,100
2896,130,310,250,10,EA,100
2897,100,320,250,10,EA,100
2898,100,330,250,10,EA,100
2899,110,300,240,10,EA,100
2900,110,300,250,10,EA,100
2901,130,310,250,10,EA,100
2902,90,300,250,10,EA,100
2903,101,320,245,10,EA,100
2904,100,305,255,10,EA,100
2905,120,300,250,10,EA,100
2906,130,300,265,10,EA,100
2907,90,300,250,10,EA,100
2908,100,320,245,10,EA,100
2909,100,305,255,10,EA,100
2910,120,300,250,10,EA,100
2911,130,300,265,10,EA,100
2912,90,310,230,10,EA,100
2913,90,300,230,10,EA,100
2914,100,300,240,10,EA,100
2915,110,300,255,10,EA,100
2916,120,290,230,10,EA,100
2917,90,310,230,10,EA,100
2918,90,300,230,10,EA,100
2919,100,300,240,10,EA,100
2920,110,300,255,10,EA,100
2921,120,290,230,10,EA,100
2922,110,320,250,10,EA,100
2923,120,290,240,10,EA,100
2924,130,300,250,10,EA,100
2925,150,290,250,10,EA,100
2926,160,300,250,10,EA,100
2927,310,300,200,10,EA,100
2928,320,340,250,10,EA,100
2929,340,300,250,10,EA,100
2930,350,320,270,10,EA,100
2931,370,380,270,10,EA,100
2932,310,300,200,10,EA,100
2933,320,340,250,10,EA,100
2934,340,300,250,10,EA,100
2935,350,320,270,10,EA,100
2936,370,380,270,10,EA,100
2937,310,320,240,10,EA,100
2938,330,300,200,10,EA,100
2939,180,330,280,10,EA,100
2940,200,300,200,20,EA,100
2941,200,300,200,20,EA,100
2942,200,300,200,20,EA,100
2943,200,300,200,20,EA,100
2944,200,300,200,20,EA,100
2945,98,300,200,10,EA,100
2946,102,350,200,20,EA,100
2947,110,300,200,10,EA,100
2948,200,350,200,20,EA,100
2949,100,300,200,10,EA,100
2950,99,300,200,10,EA,100
2951,110,300,200,10,EA,100
2952,120,300,200,10,EA,100
2953,133,350,200,20,EA,100
2954,160,300,200,10,EA,100
2955,160,300,200,10,EA,100
2956,200,350,200,20,EA,100
2957,200,350,200,20,EA,100
2958,100,300,200,10,EA,100
2959,110,350,200,20,EA,100
2960,116,350,200,20,EA,100
2961,310,300,200,10,EA,100
2962,330,300,200,10,EA,100
2963,342,350,200,20,EA,100
2964,363,350,200,20,EA,100
2965,140,300,200,10,EA,100
2966,150,350,200,20,EA,100
2967,200,350,200,20,EA,100
2968,170,300,200,10,EA,100
2969,200,350,200,20,EA,100
2970,200,350,200,20,EA,100
2971,200,350,200,20,EA,100
2972,200,350,200,20,EA,100
2973,340,300,200,10,EA,100
2974,360,300,200,10,EA,100
2975,380,350,200,20,EA,100
2976,381,300,200,10,EA,100
2977,320,300,200,10,EA,100
2978,340,350,200,20,EA,100
2979,360,300,200,10,EA,100
2980,380,300,200,10,EA,100
2981,170,300,200,10,EA,100
2982,178,350,200,20,EA,100
2983,199,350,200,20,EA,100
2984,200,350,200,20,EA,100
2985,105,300,200,10,EA,100
2986,110,300,200,10,EA,100
2987,117,350,200,20,EA,100
2988,135,350,200,20,EA,100
2989,200,350,200,20,EA,100
2990,146,350,200,20,EA,100
2991,200,350,200,20,EA,100
2992,170,300,200,10,EA,100
2993,141,300,200,10,EA,100
2994,148,300,200,10,EA,100
2995,200,350,200,20,EA,100
2996,200,350,200,20,EA,100
2997,200,350,200,20,EA,100
2998,200,350,200,20,EA,100
2999,200,350,200,20,EA,100
3000,220,300,200,10,EA,100
3001,200,300,200,10,EA,100
3002,442,300,200,10,EA,100
3003,469,300,200,10,EA,100
3004,492,300,200,10,EA,100
3005,100,350,200,20,EA,100
3006,174,300,200,10,EA,100
3007,130,300,200,10,EA,100
3008,200,350,200,20,EA,100
3009,314,300,200,10,EA,100
3010,326,300,200,10,EA,100
3011,344,300,200,10,EA,100
3012,364,350,200,20,EA,100
3013,99,300,200,10,EA,100
3014,104,300,200,10,EA,100
3015,129,300,200,10,EA,100
3016,131,300,200,10,EA,100
3017,200,350,200,20,EA,100
3018,200,350,200,20,EA,100
3019,200,350,200,20,EA,100
3020,200,350,200,20,EA,100
3021,310,350,200,20,EA,100
3022,330,300,200,10,EA,100
3023,360,300,200,10,EA,100
4458,10,300,210,1,EA,100
4459,10,300,210,1,EA,100
4461,10,300,210,1,EA,100
4462,10,300,210,1,EA,100
4464,10,300,210,1,EA,100
4465,236,240,180,30,EA,100
4466,946,300,210,20,EA,100
4483,82,360,260,5,EA,100
4484,298,280,205,30,EA,100
4486,60,295,235,5,EA,100
4488,381,162,263,109,EA,100
4507,77,210,150,2,EA,100
4508,73,210,150,2,EA,100
4509,77,210,150,2,EA,100
4510,73,210,150,2,EA,100
4511,77,210,150,2,EA,100
4512,465,177,314,93,EA,100
4513,483,193,301,101,EA,100
4514,508,187,322,86,EA,100
4515,533,204,319,93,EA,100
4516,237,179,255,58,EA,100
4517,238,179,263,50,EA,100
4518,259,186,268,53,EA,100
4519,272,190,296,68,EA,100
4520,121,169,154,50,EA,100
4521,127,151,164,58,EA,100
4522,135,164,151,55,EA,100
4523,144,167,154,66,EA,100
4524,145,162,144,40,EA,100
4525,153,168,141,43,EA,100
4526,167,166,144,45,EA,100
4527,180,148,174,50,EA,100
4528,132,169,144,63,EA,100
4529,144,171,146,45,EA,100
4530,152,173,146,50,EA,100
4531,166,178,149,50,EA,100
4532,372,165,296,81,EA,100
4533,396,172,296,83,EA,100
4534,417,173,311,73,EA,100
4535,440,180,304,81,EA,100
4536,99,196,154,60,EA,100
4537,103,330,270,10,EA,100
4538,110,350,295,10,EA,100
4539,112,138,187,68,EA,100
4540,200,178,291,43,EA,100
4541,207,179,286,45,EA,100
4542,213,177,286,48,EA,100
4543,221,174,286,48,EA,100
4544,183,330,250,20,EA,100
4545,194,310,230,10,EA,100
4546,207,145,169,71,EA,100
4547,216,146,174,68,EA,100
4548,135,144,172,45,EA,100
4549,145,153,172,53,EA,100
4550,155,146,174,45,EA,100
4551,170,143,182,45,EA,100
4552,129,138,189,50,EA,100
4553,136,134,184,66,EA,100
4554,142,370,340,10,EA,100
4555,150,165,197,66,EA,100
4556,172,174,294,35,EA,100
4557,180,180,288,40,EA,100
4558,193,175,291,38,EA,100
4559,200,176,294,40,EA,100
4560,324,310,240,10,EA,100
4561,345,310,250,20,EA,100
4562,364,139,179,91,EA,100
4563,375,149,174,86,EA,100
4564,206,350,300,10,EA,100
4565,217,330,220,10,EA,100
4566,230,166,230,55,EA,100
4567,242,161,230,63,EA,100
4568,139,153,151,48,EA,100
4569,150,143,167,43,EA,100
4570,160,151,174,45,EA,100
4571,175,330,220,10,EA,100
4572,207,340,250,10,EA,100
4573,222,170,220,50,EA,100
4574,238,172,228,48,EA,100
4575,252,168,225,50,EA,100
4576,183,171,296,35,EA,100
4577,190,170,294,43,EA,100
4578,172,173,299,43,EA,100
4579,212,174,294,40,EA,100
4580,183,350,300,10,EA,100
4581,194,174,296,40,EA,100
4582,205,176,294,40,EA,100
4321,200,270,220,20,EA,100
4322,334,340,290,20,EA,100
4323,357,270,320,30,EA,100
4324,368,148,271,71,EA,100
4325,393,189,294,68,EA,100
4326,615,360,320,60,EA,100
4327,643,324,266,78,EA,100
4328,670,360,320,50,EA,100
4329,716,347,283,83,EA,100
4330,184,140,212,48,EA,100
4331,196,266,113,55,EA,100
4332,210,148,222,53,EA,100
4333,228,290,230,40,EA,100
4334,352,320,240,40,EA,100
4335,366,320,250,30,EA,100
4336,397,181,248,91,EA,100
4337,423,340,300,30,EA,100
4338,97,230,230,10,EA,100
4339,103,240,220,20,EA,100
4340,120,270,250,10,EA,100
4341,120,270,250,10,EA,100
4342,135,267,116,48,EA,100
4343,140,137,207,45,EA,100
4344,145,139,189,66,EA,100
4345,168,254,116,55,EA,100
4346,4,150,110,1,EA,100
4347,4,150,110,1,EA,100
4348,4,150,110,1,EA,100
4349,4,150,110,1,EA,100
4350,4,150,110,1,EA,100
4351,4,150,110,1,EA,100
4352,4,150,110,1,EA,100
4353,4,150,110,1,EA,100
4354,4,150,110,1,EA,100
4355,4,150,110,1,EA,100
4356,4,150,110,1,EA,100
4357,4,150,110,1,EA,100
4442,278,280,205,30,EA,100
4443,278,280,205,30,EA,100
4445,39,45,45,75,EA,100
4446,39,45,45,75,EA,100
4447,37,45,45,75,EA,100
4448,39,45,45,75,EA,100
4449,37,45,45,75,EA,100
4450,39,45,45,75,EA,100
4451,39,45,45,75,EA,100
4468,10,210,150,1,EA,100
4487,366,161,271,76,EA,100
4489,400,178,273,88,EA,100
4490,417,320,260,20,EA,100
4491,557,324,283,63,EA,100
4492,555,316,273,66,EA,100
4493,603,327,250,86,EA,100
4494,615,349,281,73,EA,100
4497,317,260,190,35,EA,100
4498,118,80,80,180,EA,100
4499,121,80,80,180,EA,100
4500,121,80,80,180,EA,100
4501,119,80,80,180,EA,100
4502,122,80,80,180,EA,100
4666,562,250,230,60,EA,100
4667,94,220,220,10,EA,100
4668,100,230,220,20,EA,100
4669,113,220,230,15,EA,100
4670,117,260,240,20,EA,100
4671,364,250,250,50,EA,100
4672,394,250,240,40,EA,100
4673,413,240,240,50,EA,100
4674,452,280,250,50,EA,100
4675,150,300,200,10,EA,100
4676,150,300,200,10,EA,100
4677,150,300,200,10,EA,100
4678,150,300,200,10,EA,100
4679,160,280,240,20,EA,100
4680,170,240,240,10,EA,100
4681,182,240,240,10,EA,100
4682,197,280,250,20,EA,100
4683,150,300,200,10,EA,100
4684,150,300,200,10,EA,100
4685,150,300,200,10,EA,100
4686,150,300,200,10,EA,100
4687,587,250,230,80,EA,100
4688,640,270,220,80,EA,100
4689,679,240,240,80,EA,100
4690,726,260,240,80,EA,100
4691,139,255,245,20,EA,100
4692,149,240,240,10,EA,100
4693,164,135,258,38,EA,100
4694,147,260,230,10,EA,100
4695,450,260,250,30,EA,100
4696,492,240,240,40,EA,100
4697,535,290,250,50,EA,100
4698,572,260,250,50,EA,100
4358,80,230,170,10,EA,100
4359,90,240,170,10,EA,100
4360,94,250,180,10,EA,100
4361,103,260,180,10,EA,100
4362,130,240,220,10,EA,100
4363,144,250,230,10,EA,100
4364,150,260,230,10,EA,100
4365,172,270,240,10,EA,100
4366,184,70,50,190,EA,100
4367,184,70,50,190,EA,100
4368,184,70,50,190,EA,100
4369,176,70,50,190,EA,100
4370,176,70,50,190,EA,100
4371,176,70,50,190,EA,100
4372,72,40,40,130,EA,100
4373,72,40,40,130,EA,100
4374,72,40,40,130,EA,100
4375,81,40,40,130,EA,100
4376,81,40,40,130,EA,100
4377,81,40,40,130,EA,100
4378,80,40,40,130,EA,100
4379,80,40,40,130,EA,100
4380,80,40,40,130,EA,100
4381,44,100,40,40,EA,100
4382,44,100,40,40,EA,100
4383,44,100,40,40,EA,100
4384,44,100,40,40,EA,100
4385,44,100,40,40,EA,100
4386,44,100,40,40,EA,100
4387,143,70,50,150,EA,100
4388,143,70,50,150,EA,100
4389,143,70,50,150,EA,100
4390,161,70,50,150,EA,100
4391,161,70,50,150,EA,100
4392,163,70,50,150,EA,100
4393,80,50,40,130,EA,100
4394,80,50,40,130,EA,100
4395,80,50,40,130,EA,100
4396,214,105,105,140,EA,100
4397,85,40,40,115,EA,100
4398,85,40,40,115,EA,100
4399,85,40,40,115,EA,100
4400,1195,300,200,80,EA,100
4401,1225,300,200,80,EA,100
4402,1225,300,200,80,EA,100
4403,214,105,105,140,EA,100
4404,101,270,210,20,EA,100
4405,430,75,75,200,EA,100
4406,430,75,75,200,EA,100
4407,430,75,75,200,EA,100
4408,615,100,100,200,EA,100
4409,615,100,100,200,EA,100
4410,615,100,100,200,EA,100
4411,430,75,75,200,EA,100
4412,430,75,75,200,EA,100
4413,430,75,75,200,EA,100
4414,615,100,100,200,EA,100
4415,615,100,100,200,EA,100
4416,615,100,100,200,EA,100
4417,35,150,150,2,EA,100
4418,35,150,150,2,EA,100
4419,35,150,150,2,EA,100
4420,35,150,150,2,EA,100
4421,35,150,150,2,EA,100
4422,35,150,150,2,EA,100
4423,35,150,150,2,EA,100
4424,35,150,150,2,EA,100
4425,29,150,150,2,EA,100
4426,29,150,150,2,EA,100
4427,29,150,150,2,EA,100
4428,29,150,150,2,EA,100
4429,29,150,150,2,EA,100
4430,29,150,150,2,EA,100
4431,29,150,150,2,EA,100
4432,29,150,150,2,EA,100
4454,10,300,210,1,EA,100
4455,10,300,210,1,EA,100
4456,10,300,210,1,EA,100
4457,10,300,210,1,EA,100
4460,10,300,210,1,EA,100
4463,10,300,210,1,EA,100
4467,271,101,101,96,EA,100
4469,271,101,101,96,EA,100
4470,288,101,101,96,EA,100
